"Id","Intitule","Entreprise","Statut","Erreur"
"SPONT-cci-de-foix","Candidature spontanée - Alternance Data / Science des données","CCI de Foix","OK",""
"SPONT-prefecture-de-lariege","Candidature spontanée - Alternance Data / Science des données","Préfecture de lAriège","OK",""
"SPONT-credit-agricole-du-midi","Candidature spontanée - Alternance Data / Science des données","Crédit Agricole du Midi","OK",""
"SPONT-cpam-de-lariege","Candidature spontanée - Alternance Data / Science des données","CPAM de lAriège","OK",""
"SPONT-conseil-general-de-lariege","Candidature spontanée - Alternance Data / Science des données","Conseil Général de lAriège","OK",""
"SPONT-erdf","Candidature spontanée - Alternance Data / Science des données","ErDF","OK",""
"SPONT-mairie-de-foix","Candidature spontanée - Alternance Data / Science des données","Mairie de Foix","OK",""
"SPONT-sillage","Candidature spontanée - Alternance Data / Science des données","Sillage","OK",""
"SPONT-recette-des-impots","Candidature spontanée - Alternance Data / Science des données","Recette des Impôts","OK",""
"SPONT-caf-de-toulouse","Candidature spontanée - Alternance Data / Science des données","CAF de Toulouse","OK",""
"SPONT-elyo-ocean","Candidature spontanée - Alternance Data / Science des données","Elyo Ocean","OK",""
"SPONT-irit-universite-toulouse","Candidature spontanée - Alternance Data / Science des données","IRIT Université Toulouse","OK",""
"SPONT-ombres-blanches","Candidature spontanée - Alternance Data / Science des données","Ombres Blanches","OK",""
"SPONT-credit-agricole-mutuel-de-toulouse","Candidature spontanée - Alternance Data / Science des données","Crédit Agricole Mutuel de Toulouse","OK",""
"SPONT-chu-purpan","Candidature spontanée - Alternance Data / Science des données","CHU Purpan","OK",""
"SPONT-banque-courtois","Candidature spontanée - Alternance Data / Science des données","Banque Courtois","OK",""
"SPONT-office-national-des-forets","Candidature spontanée - Alternance Data / Science des données","Office National des Forêts","OK",""
"SPONT-sncf-toulouse","Candidature spontanée - Alternance Data / Science des données","SNCF Toulouse","OK",""
"SPONT-cancava","Candidature spontanée - Alternance Data / Science des données","CANCAVA","OK",""
"SPONT-conseil-regional-midi-pyrenees","Candidature spontanée - Alternance Data / Science des données","Conseil Régional Midi-Pyrénées","OK",""
"SPONT-centre-d-archeologie-ehess-cnrs-umr-150","Candidature spontanée - Alternance Data / Science des données","Centre d'archéologie - EHESS -CNRS - UMR 150","OK",""
"SPONT-latelec","Candidature spontanée - Alternance Data / Science des données","LATELEC","OK",""
"SPONT-siemens-automotive-s-a","Candidature spontanée - Alternance Data / Science des données","SIEMENS Automotive S.A.","OK",""
"SPONT-meteo-france-toulouse","Candidature spontanée - Alternance Data / Science des données","Météo-France Toulouse","OK",""
"SPONT-siemens-vdo-automotive","Candidature spontanée - Alternance Data / Science des données","SIEMENS VDO Automotive","OK",""
"SPONT-laboratoire-de-neurologie-de-l-insecte","Candidature spontanée - Alternance Data / Science des données","Laboratoire de Neurologie de l'insecte","OK",""
"SPONT-e-a-d-s-matra-systemes","Candidature spontanée - Alternance Data / Science des données","E.A.D.S. Matra Systemes","OK",""
"SPONT-france-telecom-toulouse","Candidature spontanée - Alternance Data / Science des données","France Télécom Toulouse","OK",""
"SPONT-iter-sarl","Candidature spontanée - Alternance Data / Science des données","ITER SARL","OK",""
"SPONT-adonlead-networks","Candidature spontanée - Alternance Data / Science des données","AdonLead Networks","OK",""
"SPONT-sumotori-networks","Candidature spontanée - Alternance Data / Science des données","SUMOTORI NETWORKS","OK",""
"SPONT-air-france","Candidature spontanée - Alternance Data / Science des données","AIR FRANCE","OK",""
"SPONT-dga-dpm-sq","Candidature spontanée - Alternance Data / Science des données","DGA/DPM/SQ","OK",""
"SPONT-conseil-general-de-la-haute-garonne","Candidature spontanée - Alternance Data / Science des données","Conseil Général de la Haute Garonne","OK",""
"SPONT-jean-philippe-ismael","Candidature spontanée - Alternance Data / Science des données","Jean-Philippe ISMAËL","OK",""
"SPONT-mairie-de-toulouse-direction-des-systeme","Candidature spontanée - Alternance Data / Science des données","Mairie de Toulouse - Direction des Systèmes Inform","OK",""
"SPONT-tresorerie-generale-de-la-haute-garonne","Candidature spontanée - Alternance Data / Science des données","Trésorerie Générale de la Haute Garonne","OK",""
"SPONT-airbus-usine-guynemer","Candidature spontanée - Alternance Data / Science des données","AIRBUS - Usine Guynemer","OK",""
"SPONT-mairie-de-toulouse","Candidature spontanée - Alternance Data / Science des données","Mairie de Toulouse","OK",""
"SPONT-la-poste-toulouse","Candidature spontanée - Alternance Data / Science des données","La Poste Toulouse","OK",""
"SPONT-airbus-operations-sas","Candidature spontanée - Alternance Data / Science des données","AIRBUS Opérations SAS","OK",""
"SPONT-geo-signal","Candidature spontanée - Alternance Data / Science des données","Géo Signal","OK",""
"SPONT-gls","Candidature spontanée - Alternance Data / Science des données","GLS","OK",""
"SPONT-6-image","Candidature spontanée - Alternance Data / Science des données","6                                                IMAGE","OK",""
"SPONT-7-edf-cres-sud-ouest","Candidature spontanée - Alternance Data / Science des données","7                                   EDF CRES Sud-Ouest","OK",""
"SPONT-8-s-n-c-f-toulouse-deleg-reg-ressources-","Candidature spontanée - Alternance Data / Science des données","8    S.N.C.F. Toulouse-Délég. Rég. Ressources Humaines","OK",""
"SPONT-9-airbus-industrie-blagnac","Candidature spontanée - Alternance Data / Science des données","9                           AIRBUS Industrie - Blagnac","OK",""
"SPONT-0-christian-celinain","Candidature spontanée - Alternance Data / Science des données","0                                   Christian Célinain","OK",""
"SPONT-1-c-u-g-t-service-circulation-et-transpo","Candidature spontanée - Alternance Data / Science des données","1            C.U.G.T -Service Circulation et Transport","OK",""
"SPONT-2-groupe-lg","Candidature spontanée - Alternance Data / Science des données","2                                            GROUPE LG","OK",""
"SPONT-3-cci-de-toulouse","Candidature spontanée - Alternance Data / Science des données","3                                      CCI de Toulouse","OK",""
"SPONT-4-lyonnaise-des-eaux-toulouse","Candidature spontanée - Alternance Data / Science des données","4                          Lyonnaise des Eaux Toulouse","OK",""
"SPONT-5-universite-toulouse-le-mirail","Candidature spontanée - Alternance Data / Science des données","5                        Université Toulouse Le Mirail","OK",""
"SPONT-6-liebherr-aerospace-toulouse","Candidature spontanée - Alternance Data / Science des données","6                          LIEBHERR AEROSPACE TOULOUSE","OK",""
"SPONT-7-technal","Candidature spontanée - Alternance Data / Science des données","7                                              TECHNAL","OK",""
"SPONT-8-airbus-colomiers","Candidature spontanée - Alternance Data / Science des données","8                                     Airbus Colomiers","OK",""
"SPONT-9-comite-regional-midi-pyrenees-de-natat","Candidature spontanée - Alternance Data / Science des données","9           Comité Régional Midi-Pyrénées  de Natation","OK",""
"SPONT-0-airbus-france-departement-des-ressourc","Candidature spontanée - Alternance Data / Science des données","0    AIRBUS France-Département des Ressources Humaines","OK",""
"SPONT-1-la-depeche-du-midi","Candidature spontanée - Alternance Data / Science des données","1                                   La Dépêche du Midi","OK",""
"SPONT-2-repro-service","Candidature spontanée - Alternance Data / Science des données","2                                        Repro Service","OK",""
"SPONT-3-acco-france","Candidature spontanée - Alternance Data / Science des données","3                                          ACCO France","OK",""
"SPONT-4-dreal-midi-pyrenees","Candidature spontanée - Alternance Data / Science des données","4                                  DREAL Midi-Pyrénées","OK",""
"SPONT-5-ceat-centre-dessais-aeronautiques-de-t","Candidature spontanée - Alternance Data / Science des données","5      CEAT - Centre dessais aéronautiques de Toulouse","OK",""
"SPONT-6-edf-gdf-services-pyrenees-gascogne","Candidature spontanée - Alternance Data / Science des données","6                   EDF-GDF services Pyrénées-Gascogne","OK",""
"SPONT-7-urssaf-haute-garonne","Candidature spontanée - Alternance Data / Science des données","7                                 URSSAF Haute-Garonne","OK",""
"SPONT-8-latecoere","Candidature spontanée - Alternance Data / Science des données","8                                            LATECOERE","OK",""
"SPONT-9-comite-departemental-du-tourisme-hg","Candidature spontanée - Alternance Data / Science des données","9                  Comité Départemental du Tourisme HG","OK",""
"SPONT-0-sogeti-high-tech","Candidature spontanée - Alternance Data / Science des données","0                                     SOGETI HIGH TECH","OK",""
"SPONT-1-association-diocesienne","Candidature spontanée - Alternance Data / Science des données","1                              Association Diocésienne","OK",""
"SPONT-2-edf-gdf-toulouse","Candidature spontanée - Alternance Data / Science des données","2                                     EDF-GDF Toulouse","OK",""
"SPONT-3-institut-de-recherche-pierre-fabre","Candidature spontanée - Alternance Data / Science des données","3                   Institut de Recherche Pierre Fabre","ECHEC (generate_letter.py)","generate_letter.py a echoue (code 1)"
"SPONT-4-ass-audoise-deconomie-montagnarde-et-d","Candidature spontanée - Alternance Data / Science des données","4     Ass. Audoise dEconomie Montagnarde et Dév. Local","OK",""
"SPONT-5-labo-neurologie-et-comportement","Candidature spontanée - Alternance Data / Science des données","5                     Labo. Neurologie et Comportement","OK",""
"SPONT-6-laboratoire-edb","Candidature spontanée - Alternance Data / Science des données","6                                      Laboratoire EDB","OK",""
"SPONT-7-conseil-general-de-la-haute-garonne","Candidature spontanée - Alternance Data / Science des données","7                  Conseil General de la Haute-Garonne","OK",""
"SPONT-8-minist-economie-et-finances","Candidature spontanée - Alternance Data / Science des données","8                         Minist. Economie et Finances","OK",""
"SPONT-9-semidias","Candidature spontanée - Alternance Data / Science des données","9                                             SEMIDIAS","OK",""
"SPONT-0-ateliers-doccitanie","Candidature spontanée - Alternance Data / Science des données","0                                  Ateliers dOccitanie","OK",""
"SPONT-1-siemens-vdo-automotive-s-a-s","Candidature spontanée - Alternance Data / Science des données","1                        Siemens VDO Automotive S.A.S.","OK",""
"SPONT-2-insee-toulouse","Candidature spontanée - Alternance Data / Science des données","2                                       INSEE Toulouse","OK",""
"SPONT-3-csi-sa","Candidature spontanée - Alternance Data / Science des données","3                                               CSI SA","OK",""
"SPONT-4-mairie-de-toulouse","Candidature spontanée - Alternance Data / Science des données","4                                   Mairie de Toulouse","OK",""
"SPONT-5-dir-regionale-industrie-recherche-et-e","Candidature spontanée - Alternance Data / Science des données","5           Dir. Régionale Industrie Recherche et Env.","OK",""
"SPONT-6-erdf","Candidature spontanée - Alternance Data / Science des données","6                                                 ErDF","OK",""
"SPONT-7-adil-saint-brieux","Candidature spontanée - Alternance Data / Science des données","7                                    ADIL Saint-Brieux","OK",""
"SPONT-8-credit-mutuel-de-bretagne-d-d-des-cote","Candidature spontanée - Alternance Data / Science des données","8    Crédit Mutuel de Bretagne - D.D. des Côtes dArmor","OK",""
"SPONT-9-electricite-de-france-cnpe-de-golfech","Candidature spontanée - Alternance Data / Science des données","9              Electricité de France - CNPE de Golfech","OK",""
"SPONT-0-caisse-depargne-loire-drome-ardeche","Candidature spontanée - Alternance Data / Science des données","0                  Caisse dEpargne Loire-Drôme-Ardèche","OK",""
"SPONT-1-dde-de-la-lozere","Candidature spontanée - Alternance Data / Science des données","1                                     DDE de la Lozère","OK",""
"SPONT-2-claritas","Candidature spontanée - Alternance Data / Science des données","2                                             CLARITAS","OK",""
"SPONT-3-ddaf-de-la-lozere","Candidature spontanée - Alternance Data / Science des données","3                                    DDAF de la Lozère","OK",""
"SPONT-michelin-manufacture-francaise-des-pneum","Candidature spontanée - Alternance Data / Science des données","MICHELIN - Manufacture française des pneumatiques","OK",""
"SPONT-dde","Candidature spontanée - Alternance Data / Science des données","DDE","OK",""
"SPONT-conseil-general-de-la-lozere","Candidature spontanée - Alternance Data / Science des données","Conseil général de la Lozère","OK",""
"SPONT-7-coriolis-sarl","Candidature spontanée - Alternance Data / Science des données","7                                        CORIOLIS SARL","OK",""
"SPONT-8-sud-regal","Candidature spontanée - Alternance Data / Science des données","8                                            SUD REGAL","OK",""
"SPONT-9-centre-detudes-de-grammat","Candidature spontanée - Alternance Data / Science des données","9                            Centre dEtudes de Grammat","OK",""
"SPONT-0-plastic-auvergne","Candidature spontanée - Alternance Data / Science des données","0                                     Plastic Auvergne","OK",""
"SPONT-1-inra-de-narbonne","Candidature spontanée - Alternance Data / Science des données","1                                     INRA de Narbonne","OK",""
"SPONT-2-narbonne-accessoires-s-a","Candidature spontanée - Alternance Data / Science des données","2                            Narbonne Accessoires S.A.","OK",""
"SPONT-3-dde-de-narbonne","Candidature spontanée - Alternance Data / Science des données","3                                      DDE de Narbonne","OK",""
"SPONT-4-clinique-les-genets","Candidature spontanée - Alternance Data / Science des données","4                                  Clinique Les Genêts","OK",""
"SPONT-5-france-telecom-narbonne","Candidature spontanée - Alternance Data / Science des données","5                              France Télécom Narbonne","OK",""
"SPONT-6-groupe-credit-mutuel-arkea","Candidature spontanée - Alternance Data / Science des données","6                           Groupe Crédit Mutuel ARKEA","OK",""
"SPONT-7-aut-du-sud-france-narbonne","Candidature spontanée - Alternance Data / Science des données","7                        Aut. du Sud France - Narbonne","OK",""
"SPONT-8-techsia-s-a","Candidature spontanée - Alternance Data / Science des données","8                                         TECHSIA S.A.","OK",""
"SPONT-9-auat","Candidature spontanée - Alternance Data / Science des données","9                                                 AUAT","OK",""
"SPONT-0-mairie-de-narbonne","Candidature spontanée - Alternance Data / Science des données","0                                   Mairie de Narbonne","OK",""
"SPONT-1-cr-agr-entreprises-narbonne","Candidature spontanée - Alternance Data / Science des données","1                        Cr. Agr. Entreprises Narbonne","OK",""
"SPONT-2-civl","Candidature spontanée - Alternance Data / Science des données","2                                                 CIVL","OK",""
"SPONT-cci-de-narbonne","Candidature spontanée - Alternance Data / Science des données","CCI de Narbonne","OK",""
"SPONT-4-adesea-du-lot","Candidature spontanée - Alternance Data / Science des données","4                                        ADESEA du Lot","OK",""
"SPONT-5-comurhex-usine-de-malvesi","Candidature spontanée - Alternance Data / Science des données","5                          Comurhex - Usine de Malvesi","OK",""
"SPONT-6-centre-hospitalier-de-narbonne","Candidature spontanée - Alternance Data / Science des données","6                       Centre Hospitalier de Narbonne","OK",""
"SPONT-7-association-trisomie-21-aude","Candidature spontanée - Alternance Data / Science des données","7                         Association Trisomie 21 AUDE","OK",""
"SPONT-8-parifidex","Candidature spontanée - Alternance Data / Science des données","8                                            Parifidex","OK",""
"SPONT-9-commissariat-central-de-narbonne","Candidature spontanée - Alternance Data / Science des données","9                     Commissariat central de Narbonne","OK",""
"SPONT-0-cerm-sa-centre-dessais-routiers","Candidature spontanée - Alternance Data / Science des données","0                    CERM SA - Centre dessais routiers","OK",""
"SPONT-1-vss-vitrage-de-securite-du-sud","Candidature spontanée - Alternance Data / Science des données","1                     VSS - Vitrage de Sécurité du Sud","OK",""
"SPONT-2-k-p-m-g","Candidature spontanée - Alternance Data / Science des données","2                                             K.P.M.G.","OK",""
"SPONT-3-centr-reg-des-serv-financ-de-la-poste","Candidature spontanée - Alternance Data / Science des données","3            Centr. rég. des serv. financ. de La Poste","OK",""
"SPONT-4-mairie-de-castelnaudary","Candidature spontanée - Alternance Data / Science des données","4                              Mairie de Castelnaudary","OK",""
"SPONT-5-cci-dalbi","Candidature spontanée - Alternance Data / Science des données","5                                            CCI dAlbi","OK",""
"SPONT-6-a-n-p-e-aurillac","Candidature spontanée - Alternance Data / Science des données","6                                    A.N.P.E. Aurillac","OK",""
"SPONT-7-mairie-de-perpignan","Candidature spontanée - Alternance Data / Science des données","7                                  Mairie de Perpignan","OK",""
"SPONT-8-domaine-des-deux-terres","Candidature spontanée - Alternance Data / Science des données","8                              Domaine des deux Terres","OK",""
"SPONT-9-la-poste-castelnaudary","Candidature spontanée - Alternance Data / Science des données","9                               La Poste Castelnaudary","OK",""
"SPONT-0-capitole-finance","Candidature spontanée - Alternance Data / Science des données","0                                     Capitole Finance","OK",""
"SPONT-1-groupe-cooperatif-occitan","Candidature spontanée - Alternance Data / Science des données","1                            Groupe Coopératif Occitan","OK",""
"SPONT-2-arca","Candidature spontanée - Alternance Data / Science des données","2                                                 ARCA","OK",""
"SPONT-3-anpe-delegation-departementale","Candidature spontanée - Alternance Data / Science des données","3                     ANPE - Délégation départementale","OK",""
"SPONT-4-observatoire-de-lintegration-et-de-la-","Candidature spontanée - Alternance Data / Science des données","4          Observatoire de lIntégration et de la ville","OK",""
"SPONT-5-region-alsace","Candidature spontanée - Alternance Data / Science des données","5                                        Région Alsace","OK",""
"SPONT-6-centre-hospitalier-de-poissy","Candidature spontanée - Alternance Data / Science des données","6                         Centre Hospitalier de Poissy","OK",""
"SPONT-7-mairie-de-montmagny","Candidature spontanée - Alternance Data / Science des données","7                                  Mairie de Montmagny","OK",""
"SPONT-labinial","Candidature spontanée - Alternance Data / Science des données","LABINIAL","OK",""
"SPONT-9-sna-sud","Candidature spontanée - Alternance Data / Science des données","9                                              SNA/Sud","OK",""
"SPONT-0-airbus-france-usine-st-martin-est-engi","Candidature spontanée - Alternance Data / Science des données","0       AIRBUS France-Usine St Martin Est- Engineering","OK",""
"SPONT-1-inra-gruissan-station-experim-de-pech-","Candidature spontanée - Alternance Data / Science des données","1       INRA Gruissan - Station expérim. de Pech-Rouge","OK",""
"SPONT-2-stbl-guiraud-freres","Candidature spontanée - Alternance Data / Science des données","2                                  STBL Guiraud Frères","OK",""
"SPONT-3-edf-gdf-services-gard-cevennes","Candidature spontanée - Alternance Data / Science des données","3                       EDF-GDF services Gard-Cévennes","OK",""
"SPONT-4-generale-de-restauration-cuisine-centr","Candidature spontanée - Alternance Data / Science des données","4          Générale de Restauration - Cuisine centrale","OK",""
"SPONT-5-cevenole-de-protection","Candidature spontanée - Alternance Data / Science des données","5                               CEVENOLE de PROTECTION","OK",""
"SPONT-6-crca-du-gard","Candidature spontanée - Alternance Data / Science des données","6                                         CRCA du Gard","OK",""
"SPONT-7-brl-ingenierie","Candidature spontanée - Alternance Data / Science des données","7                                       BRL Ingenierie","OK",""
"SPONT-8-code-30-cci-de-nimes-et-ales","Candidature spontanée - Alternance Data / Science des données","8                       CODE 30 - CCI de Nîmes et Alès","OK",""
"SPONT-9-arges-loudes","Candidature spontanée - Alternance Data / Science des données","9                                         Arges Loudes","OK",""
"SPONT-0-asc2i-nimes","Candidature spontanée - Alternance Data / Science des données","0                                          ASC2i Nîmes","OK",""
"SPONT-1-chambre-dagriculture-du-gard","Candidature spontanée - Alternance Data / Science des données","1                         Chambre dAgriculture du Gard","OK",""
"SPONT-2-andre","Candidature spontanée - Alternance Data / Science des données","2                                                ANDRE","OK",""
"SPONT-statitec","Candidature spontanée - Alternance Data / Science des données","STATITEC","OK",""
"SPONT-4-ictus","Candidature spontanée - Alternance Data / Science des données","4                                                Ictus","OK",""
"SPONT-5-affaires-maritimes-de-sete","Candidature spontanée - Alternance Data / Science des données","5                           Affaires Maritimes de Sète","OK",""
"SPONT-6-sncf-reg-montpellier-circ-dexpl-nimes","Candidature spontanée - Alternance Data / Science des données","6           SNCF rég. Montpellier - Circ. dexpl. Nîmes","OK",""
"SPONT-7-imagis-mediterranee","Candidature spontanée - Alternance Data / Science des données","7                                  Imagis Méditérranée","OK",""
"SPONT-8-ddpjj","Candidature spontanée - Alternance Data / Science des données","8                                                DDPJJ","OK",""
"SPONT-9-cpam-du-gard","Candidature spontanée - Alternance Data / Science des données","9                                         CPAM du Gard","OK",""
"SPONT-0-le-domaine-de-bordere","Candidature spontanée - Alternance Data / Science des données","0                                Le Domaine de Bordère","OK",""
"SPONT-1-organic","Candidature spontanée - Alternance Data / Science des données","1                                              Organic","OK",""
"SPONT-2-rhone-poulenc-rorer","Candidature spontanée - Alternance Data / Science des données","2                                  Rhône-Poulenc Rorer","OK",""
"SPONT-3-lrs-languedoc-roussillon-signalisation","Candidature spontanée - Alternance Data / Science des données","3             LRS - Languedoc-Roussillon Signalisation","OK",""
"SPONT-4-mairie-du-cannet","Candidature spontanée - Alternance Data / Science des données","4                                     Mairie du Cannet","OK",""
"SPONT-5-magellan-geomatique","Candidature spontanée - Alternance Data / Science des données","5                                  Magellan Géomatique","OK",""
"SPONT-6-hachette-livre-s-a-branche-industrie-e","Candidature spontanée - Alternance Data / Science des données","6   Hachette Livre S.A. - Branche Industrie et Service","OK",""
"SPONT-7-aut-du-sud-france-dre-orange","Candidature spontanée - Alternance Data / Science des données","7                      Aut. du Sud France - DRE Orange","OK",""
"SPONT-8-base-aerienne-115-orange","Candidature spontanée - Alternance Data / Science des données","8                             Base Aérienne 115 Orange","OK",""
"SPONT-9-mairie-des-mureaux","Candidature spontanée - Alternance Data / Science des données","9                                   Mairie des Mureaux","OK",""
"SPONT-0-salinas-de-torrevieja","Candidature spontanée - Alternance Data / Science des données","0                                Salinas de Torrevieja","OK",""
"SPONT-1-font-badia-s-l","Candidature spontanée - Alternance Data / Science des données","1                                      FONT BADIA S.L.","OK",""
"SPONT-2-imprimerie-nouvelle-des-accacias","Candidature spontanée - Alternance Data / Science des données","2                     Imprimerie Nouvelle des Accacias","OK",""
"SPONT-3-conforama-puygouzon","Candidature spontanée - Alternance Data / Science des données","3                                Conforama - Puygouzon","OK",""
"SPONT-4-eatc","Candidature spontanée - Alternance Data / Science des données","4                                                 EATC","OK",""
"SPONT-5-aqueduc","Candidature spontanée - Alternance Data / Science des données","5                                              AQUEDUC","OK",""
"SPONT-6-renault-sa-92500","Candidature spontanée - Alternance Data / Science des données","6                                     Renault SA 92500","OK",""
"SPONT-7-ibm-la-gaude","Candidature spontanée - Alternance Data / Science des données","7                                         IBM La Gaude","OK",""
"SPONT-8-mgp","Candidature spontanée - Alternance Data / Science des données","8                                                  MGP","OK",""
"SPONT-9-cci-de-rodez","Candidature spontanée - Alternance Data / Science des données","9                                         CCI de Rodez","OK",""
"SPONT-0-cpam-de-laveyron","Candidature spontanée - Alternance Data / Science des données","0                                     CPAM de lAveyron","OK",""
"SPONT-1-la-mediatheque-de-la-c-a-n","Candidature spontanée - Alternance Data / Science des données","1                          La Médiathèque de la C.A.N.","OK",""
"SPONT-2-urssaf-de-laveyron","Candidature spontanée - Alternance Data / Science des données","2                                   URSSAF DE LAVEYRON","OK",""
"SPONT-3-caf-de-laveyron","Candidature spontanée - Alternance Data / Science des données","3                                      CAF de lAveyron","OK",""
"SPONT-4-aut-du-sud-france-vedene","Candidature spontanée - Alternance Data / Science des données","4                          Aut. du Sud France - Vedène","OK",""
"SPONT-5-golgemma-sa","Candidature spontanée - Alternance Data / Science des données","5                                          Golgemma SA","OK",""
"SPONT-6-institute-of-food-research-reading-lab","Candidature spontanée - Alternance Data / Science des données","6      Institute of Food Research - Reading laboratory","OK",""
"SPONT-7-les-caves-rocbere","Candidature spontanée - Alternance Data / Science des données","7                                    Les Caves Rocbère","OK",""
"SPONT-8-acacia-club","Candidature spontanée - Alternance Data / Science des données","8                                          ACACIA CLUB","OK",""
"SPONT-9-sct-sud-vaison-la-romaine","Candidature spontanée - Alternance Data / Science des données","9                            SCT Sud Vaison la Romaine","OK",""
"SPONT-0-iris-media-thierry-poirrier","Candidature spontanée - Alternance Data / Science des données","0                        IRIS MEDIA - Thierry Poirrier","OK",""
"SPONT-1-c-hospitalier-de-grasse","Candidature spontanée - Alternance Data / Science des données","1                             C. Hospitalier de Grasse","OK",""
"SPONT-2-afpa","Candidature spontanée - Alternance Data / Science des données","2                                                 AFPA","OK",""
"SPONT-3-elf-atochem","Candidature spontanée - Alternance Data / Science des données","3                                          ELF ATOCHEM","OK",""
"SPONT-4-melpomen-s-a","Candidature spontanée - Alternance Data / Science des données","4                                        MELPOMEN S.A.","OK",""
"SPONT-direction-de-la-statistique-haut-commiss","Candidature spontanée - Alternance Data / Science des données","Direction de la Statistique - Haut Commissariat au","OK",""
"SPONT-6-college-st-victrice","Candidature spontanée - Alternance Data / Science des données","6                                  Collège St Victrice","OK",""
"SPONT-7-ch-dagr-du-tarn","Candidature spontanée - Alternance Data / Science des données","7                                    Ch. dAgr. du Tarn","OK",""
"SPONT-8-cpam-du-tarn","Candidature spontanée - Alternance Data / Science des données","8                                         CPAM du Tarn","OK",""
"SPONT-9-ephe","Candidature spontanée - Alternance Data / Science des données","9                                                 EPHE","OK",""
"SPONT-0-insee-martinique","Candidature spontanée - Alternance Data / Science des données","0                                     INSEE Martinique","ECHEC (generate_letter.py)","generate_letter.py a echoue (code 1)"
"SPONT-1-sarl-informatique-verte","Candidature spontanée - Alternance Data / Science des données","1                              SARL Informatique Verte","OK",""
"SPONT-2-mairie-de-toulouse-service-circulation","Candidature spontanée - Alternance Data / Science des données","2   Mairie de Toulouse - Service Circulation Transport","OK",""
"SPONT-3-urssaf-81-u-albi","Candidature spontanée - Alternance Data / Science des données","3                                     URSSAF 81-U Albi","OK",""
"SPONT-4-meteo-france-albi","Candidature spontanée - Alternance Data / Science des données","4                                    Météo-France Albi","OK",""
"SPONT-5-mairie-dalbi","Candidature spontanée - Alternance Data / Science des données","5                                         Mairie dAlbi","OK",""
"SPONT-6-seml-futuroscope","Candidature spontanée - Alternance Data / Science des données","6                                     SEML Futuroscope","OK",""
"SPONT-7-tresorerie-generale-seef","Candidature spontanée - Alternance Data / Science des données","7                             Trésorerie Générale SEEF","OK",""
"SPONT-8-auto-cite","Candidature spontanée - Alternance Data / Science des données","8                                            Auto Cité","OK",""
"SPONT-9-cer","Candidature spontanée - Alternance Data / Science des données","9                                                  CER","OK",""
"SPONT-direction-dep-jeunesse-et-sports-de-laud","Candidature spontanée - Alternance Data / Science des données","Direction Dép. Jeunesse et Sports de lAude","OK",""
"SPONT-onf-serv-dep-de-laude","Candidature spontanée - Alternance Data / Science des données","ONF serv. dép. de lAude","OK",""
"SPONT-croix-rouge-francaise","Candidature spontanée - Alternance Data / Science des données","Croix Rouge Française","OK",""
"SPONT-msa-carcassonne","Candidature spontanée - Alternance Data / Science des données","MSA Carcassonne","OK",""
"SPONT-4-centre-de-gestion-agree-de-laude","Candidature spontanée - Alternance Data / Science des données","4                     Centre de Gestion agréé de lAude","OK",""
"SPONT-5-dir-dep-des-services-dincendie-de-laud","Candidature spontanée - Alternance Data / Science des données","5            Dir. Dép. des services dincendie de lAude","OK",""
"SPONT-6-ugrh-carcassonne","Candidature spontanée - Alternance Data / Science des données","6                                     UGRH Carcassonne","OK",""
"SPONT-7-conseil-general-de-laude","Candidature spontanée - Alternance Data / Science des données","7                             Conseil Général de lAude","OK",""
"SPONT-smis","Candidature spontanée - Alternance Data / Science des données","SMIS","OK",""
"SPONT-9-dir-dep-du-travail-et-de-lemploi","Candidature spontanée - Alternance Data / Science des données","9                   Dir. Dép. du Travail et de lEmploi","OK",""
"SPONT-0-alerte-rouge","Candidature spontanée - Alternance Data / Science des données","0                                         Alerte Rouge","OK",""
"SPONT-1-auchan-amiens-sud","Candidature spontanée - Alternance Data / Science des données","1                                    AUCHAN Amiens Sud","OK",""
"SPONT-2-eurl-bareil","Candidature spontanée - Alternance Data / Science des données","2                                          EURL Bareil","OK",""
"SPONT-3-domaine-de-valmy","Candidature spontanée - Alternance Data / Science des données","3                                     Domaine de Valmy","OK",""
"SPONT-4-federation-audoise-des-oeuvres-laiques","Candidature spontanée - Alternance Data / Science des données","4               Fédération Audoise des Oeuvres Laiques","OK",""
"SPONT-5-peugeot-auto-cite","Candidature spontanée - Alternance Data / Science des données","5                                    Peugeot Auto Cité","OK",""
"SPONT-6-tribunal-de-grande-instance-de-carcass","Candidature spontanée - Alternance Data / Science des données","6           Tribunal de Grande Instance de Carcassonne","OK",""
"SPONT-7-ddaf-de-laude","Candidature spontanée - Alternance Data / Science des données","7                                        DDAF de lAude","OK",""
"SPONT-8-p-e-e-p","Candidature spontanée - Alternance Data / Science des données","8                                             P.E.E.P.","OK",""
"SPONT-9-ddtm-de-laude","Candidature spontanée - Alternance Data / Science des données","9                                        DDTM de lAude","OK",""
"SPONT-0-africahold","Candidature spontanée - Alternance Data / Science des données","0                                           Africahold","OK",""
"SPONT-1-sarl-j-informatique","Candidature spontanée - Alternance Data / Science des données","1                                 SARL J. Informatique","OK",""
"SPONT-2-hotel-de-la-cite","Candidature spontanée - Alternance Data / Science des données","2                                     Hôtel de la Cité","OK",""
"SPONT-3-cr-agr-montquiers","Candidature spontanée - Alternance Data / Science des données","3                                  Cr. Agr. Montquiers","OK",""
