"Id","Intitule","Entreprise","Statut","Erreur"
"SPONT-4-dde-de-laude","Candidature spontanée - Alternance Data / Science des données","4                                         DDE de lAude","OK",""
"SPONT-5-urssaf-de-laude","Candidature spontanée - Alternance Data / Science des données","5                                      URSSAF de lAude","OK",""
"SPONT-6-autoroutes-du-sud-de-la-france","Candidature spontanée - Alternance Data / Science des données","6                       Autoroutes du Sud de la France","OK",""
"SPONT-7-prefecture-de-laude","Candidature spontanée - Alternance Data / Science des données","7                                  Préfecture de lAude","OK",""
"SPONT-8-centre-de-gestion-de-la-fonction-publi","Candidature spontanée - Alternance Data / Science des données","8   Centre de Gestion de la Fonction Publique - Maison","OK",""
"SPONT-9-anfa-ass-nat-pour-la-form-automobile","Candidature spontanée - Alternance Data / Science des données","9            ANFA (Ass. Nat. pour la Form. Automobile)","OK",""
"SPONT-0-graves","Candidature spontanée - Alternance Data / Science des données","0                                               Graves","OK",""
"SPONT-1-chambre-des-metiers-et-de-lartisanat-d","Candidature spontanée - Alternance Data / Science des données","1        Chambre des Métiers et de lArtisanat de lAude","OK",""
"SPONT-2-polyclinique-montreal","Candidature spontanée - Alternance Data / Science des données","2                                Polyclinique Montréal","OK",""
"SPONT-3-bureau-dinformation-jeunesse","Candidature spontanée - Alternance Data / Science des données","3                         Bureau dInformation Jeunesse","OK",""
"SPONT-4-microwan","Candidature spontanée - Alternance Data / Science des données","4                                             MICROWAN","OK",""
"SPONT-5-centre-des-monuments-nationaux","Candidature spontanée - Alternance Data / Science des données","5                       Centre des Monuments Nationaux","OK",""
"SPONT-6-jacques-fraysse-expert-comptable","Candidature spontanée - Alternance Data / Science des données","6                   Jacques FRAYSSE - Expert Comptable","OK",""
"SPONT-7-maison-boncolac-sas","Candidature spontanée - Alternance Data / Science des données","7                                Maison Boncolac (SAS)","OK",""
"SPONT-8-bet-virelizier-sarl","Candidature spontanée - Alternance Data / Science des données","8                                  BET VIRELIZIER SARL","OK",""
"SPONT-9-geant-salvaza-carcassonne","Candidature spontanée - Alternance Data / Science des données","9                            Géant Salvaza Carcassonne","OK",""
"SPONT-0-uerl-francis-ascensio","Candidature spontanée - Alternance Data / Science des données","0                                UERL Francis Ascensio","OK",""
"SPONT-1-sdis","Candidature spontanée - Alternance Data / Science des données","1                                                 SDIS","OK",""
"SPONT-2-tele-du-web-sarl","Candidature spontanée - Alternance Data / Science des données","2                                   Télé du Web (SARL)","OK",""
"SPONT-3-sarl-magex-usine-st-jean","Candidature spontanée - Alternance Data / Science des données","3                           SARL Magex - Usine St Jean","OK",""
"SPONT-4-caisse-mutuelle-sociale-agricole-de-ca","Candidature spontanée - Alternance Data / Science des données","4      Caisse Mutuelle Sociale Agricole de Carcassonne","OK",""
"SPONT-5-caf-de-laude","Candidature spontanée - Alternance Data / Science des données","5                                         CAF de lAude","OK",""
"SPONT-6-aaemdl-conseil-general-de-laude","Candidature spontanée - Alternance Data / Science des données","6                    AAEMDL - Conseil Général de lAude","OK",""
"SPONT-7-clinique-montreal","Candidature spontanée - Alternance Data / Science des données","7                                    Clinique Montréal","OK",""
"SPONT-8-office-municipal-de-tourisme-de-carcas","Candidature spontanée - Alternance Data / Science des données","8          Office Municipal de Tourisme de Carcassonne","OK",""
"SPONT-9-sogemap","Candidature spontanée - Alternance Data / Science des données","9                                              SOGEMAP","OK",""
"SPONT-0-direction-departementale-de-la-jeuness","Candidature spontanée - Alternance Data / Science des données","0              Direction Départementale de la Jeunesse","OK",""
"SPONT-1-centre-hospitalier-antoine-gayraud","Candidature spontanée - Alternance Data / Science des données","1                   Centre Hospitalier Antoine Gayraud","OK",""
"SPONT-2-association-audoise-sociale-et-medical","Candidature spontanée - Alternance Data / Science des données","2              Association Audoise Sociale et Médicale","OK",""
"SPONT-3-iut-stid","Candidature spontanée - Alternance Data / Science des données","3                                            IUT -STID","OK",""
"SPONT-4-laboratoire-blanc","Candidature spontanée - Alternance Data / Science des données","4                                    Laboratoire Blanc","OK",""
"SPONT-5-udaf-de-laude","Candidature spontanée - Alternance Data / Science des données","5                                        UDAF de lAude","OK",""
"SPONT-6-infost","Candidature spontanée - Alternance Data / Science des données","6                                               INFOST","OK",""
"SPONT-7-cr-agr-du-midi-agence-de-carcassonne","Candidature spontanée - Alternance Data / Science des données","7             Cr. Agr. du Midi - agence de Carcassonne","OK",""
"SPONT-8-notaires-associes-andre-et-michel-vign","Candidature spontanée - Alternance Data / Science des données","8           Notaires associés - André et Michel Vignon","OK",""
"SPONT-9-sarl-sud-florilege","Candidature spontanée - Alternance Data / Science des données","9                                   SARL Sud Florilège","OK",""
"SPONT-0-sica-doc","Candidature spontanée - Alternance Data / Science des données","0                                             SICA DOC","OK",""
"SPONT-1-institut-de-formation-soins-infirmiers","Candidature spontanée - Alternance Data / Science des données","1               Institut de Formation Soins Infirmiers","OK",""
"SPONT-2-la-maison-de-la-region","Candidature spontanée - Alternance Data / Science des données","2                               La Maison de la Région","OK",""
"SPONT-3-on-line-sa","Candidature spontanée - Alternance Data / Science des données","3                                           ON LINE SA","OK",""
"SPONT-4-france-telecom-carcassonne","Candidature spontanée - Alternance Data / Science des données","4                           France Telecom Carcassonne","OK",""
"SPONT-5-cr-agr-midi-carcassonne","Candidature spontanée - Alternance Data / Science des données","5                            Cr. Agr. Midi Carcassonne","OK",""
"SPONT-6-europ-immobilier-internat-estate-agenc","Candidature spontanée - Alternance Data / Science des données","6        Europ Immobilier Internat - Estate agencySARL","OK",""
"SPONT-7-cite-de-carcassonne-et-fort-de-salses","Candidature spontanée - Alternance Data / Science des données","7                Cité de Carcassonne et Fort de Salses","OK",""
"SPONT-8-notre-dame-de-labbaye-carcassonne","Candidature spontanée - Alternance Data / Science des données","8                  Notre Dame de lAbbaye - Carcassonne","OK",""
"SPONT-9-cpam-de-laude","Candidature spontanée - Alternance Data / Science des données","9                                        CPAM de lAude","OK",""
"SPONT-0-cr-agr-midi-carc-varilla","Candidature spontanée - Alternance Data / Science des données","0                          Cr. Agr. Midi Carc. Varilla","OK",""
"SPONT-1-c-e-c-rene-nelli","Candidature spontanée - Alternance Data / Science des données","1                                  C.E.C. / René NELLI","OK",""
"SPONT-2-dde-de-laude","Candidature spontanée - Alternance Data / Science des données","2                                         DDE de lAude","OK",""
"SPONT-3-credit-agricole","Candidature spontanée - Alternance Data / Science des données","3                                      Crédit Agricole","OK",""
"SPONT-4-chambre-dagriculture-de-laude-pole-ter","Candidature spontanée - Alternance Data / Science des données","4      Chambre dAgriculture de lAude - Pôle territoire","OK",""
"SPONT-5-entec-l-r","Candidature spontanée - Alternance Data / Science des données","5                                           ENTEC L.R.","OK",""
"SPONT-6-mairie-de-carcassonne","Candidature spontanée - Alternance Data / Science des données","6                                Mairie de Carcassonne","OK",""
"SPONT-7-tressol-chbrier-carcassonne","Candidature spontanée - Alternance Data / Science des données","7                          TRESSOL CHBRIER CARCASSONNE","OK",""
"SPONT-8-bios-informatique","Candidature spontanée - Alternance Data / Science des données","8                                    BIOS INFORMATIQUE","OK",""
"SPONT-9-cabinet-jean-pierre-bobichon","Candidature spontanée - Alternance Data / Science des données","9                         Cabinet Jean-Pierre Bobichon","OK",""
"SPONT-0-ets-melix-sas","Candidature spontanée - Alternance Data / Science des données","0                                        ETS MELIX SAS","OK",""
"SPONT-1-diablo-pc","Candidature spontanée - Alternance Data / Science des données","1                                            DIABLO PC","OK",""
"SPONT-2-faol-foyer-des-jeunes-travailleurs-de-","Candidature spontanée - Alternance Data / Science des données","2    FAOL Foyer des Jeunes Travailleurs de Carcassonne","OK",""
"SPONT-3-centre-hospitalier-antoine-gayraud","Candidature spontanée - Alternance Data / Science des données","3                  Centre hospitalier Antoine Gayraud","OK",""
"SPONT-4-groupe-uccoar","Candidature spontanée - Alternance Data / Science des données","4                                        Groupe UCCOAR","OK",""
"SPONT-5-logifrance-informatique","Candidature spontanée - Alternance Data / Science des données","5                              Logifrance Informatique","OK",""
"SPONT-6-centre-de-la-gestion-de-la-fpt-de-laud","Candidature spontanée - Alternance Data / Science des données","6              Centre de la Gestion de la FPT de lAude","OK",""
"SPONT-7-snce","Candidature spontanée - Alternance Data / Science des données","7                                                 SNCE","OK",""
"SPONT-8-renault-carcassonne","Candidature spontanée - Alternance Data / Science des données","8                                  Renault Carcassonne","OK",""
"SPONT-9-la-poste-carcassonne","Candidature spontanée - Alternance Data / Science des données","9                                 La Poste Carcassonne","OK",""
"SPONT-0-centre-oenologie-de-carcassonne","Candidature spontanée - Alternance Data / Science des données","0                      Centre oenologie de Carcassonne","OK",""
"SPONT-1-aircelle","Candidature spontanée - Alternance Data / Science des données","1                                             AIRCELLE","OK",""
"SPONT-2-chambre-des-metiers","Candidature spontanée - Alternance Data / Science des données","2                                  Chambre des Métiers","OK",""
"SPONT-3-cooperative-agricole","Candidature spontanée - Alternance Data / Science des données","3                                 Coopérative Agricole","OK",""
"SPONT-4-veolia-transport-aeroport-de-carcasson","Candidature spontanée - Alternance Data / Science des données","4           Véolia transport - Aéroport de Carcassonne","OK",""
"SPONT-5-edf-gdf-services-vallees-daude","Candidature spontanée - Alternance Data / Science des données","5                     EDF-GDF Services - Vallées dAude","OK",""
"SPONT-6-ets-pueyo-et-cie","Candidature spontanée - Alternance Data / Science des données","6                                     Ets Pueyo et Cie","OK",""
"SPONT-7-cmi-cite-administrative","Candidature spontanée - Alternance Data / Science des données","7                             CMI cité administrative","OK",""
"SPONT-8-la-penombre-jeux-automatiques","Candidature spontanée - Alternance Data / Science des données","8                      La Pénombre - Jeux automatiques","OK",""
"SPONT-9-cr-agr-carcassonne","Candidature spontanée - Alternance Data / Science des données","9                                 Cr. Agr. Carcassonne","OK",""
"SPONT-0-universite-de-perpignan-iut-stid-de-ca","Candidature spontanée - Alternance Data / Science des données","0    Université de Perpignan - IUT STID de Carcassonne","OK",""
"SPONT-1-office-national-des-forets-aude-pyrene","Candidature spontanée - Alternance Data / Science des données","1  Office National des Forêts Aude-Pyrénées Orientales","OK",""
"SPONT-2-mouvement","Candidature spontanée - Alternance Data / Science des données","2                                            Mouvement","OK",""
"SPONT-3-lyonnaise-des-eaux-dumez-carcassonne","Candidature spontanée - Alternance Data / Science des données","3               Lyonnaise des Eaux - Dumez Carcassonne","OK",""
"SPONT-4-cias-du-carcassonnais","Candidature spontanée - Alternance Data / Science des données","4                                CIAS du Carcassonnais","OK",""
"SPONT-5-mission-locale-du-bassin-carcassonnais","Candidature spontanée - Alternance Data / Science des données","5               Mission Locale du Bassin Carcassonnais","OK",""
"SPONT-6-andre","Candidature spontanée - Alternance Data / Science des données","6                                                ANDRE","OK",""
"SPONT-7-aude-ariege-informatique","Candidature spontanée - Alternance Data / Science des données","7                             Aude Ariège Informatique","OK",""
"SPONT-8-midirep","Candidature spontanée - Alternance Data / Science des données","8                                              MIDIREP","OK",""
"SPONT-9-cic-societe-bordelaise","Candidature spontanée - Alternance Data / Science des données","9                               CIC Société Bordelaise","OK",""
"SPONT-0-administration-publique","Candidature spontanée - Alternance Data / Science des données","0                              Administration Publique","OK",""
"SPONT-1-charles-frederic","Candidature spontanée - Alternance Data / Science des données","1                                     Charles Frédéric","OK",""
"SPONT-2-cabinet-gueneret","Candidature spontanée - Alternance Data / Science des données","2                                     Cabinet GUENERET","OK",""
"SPONT-3-faol-service-vacances-pour-tous","Candidature spontanée - Alternance Data / Science des données","3                    FAOL - service Vacances Pour Tous","OK",""
"SPONT-4-adoc-11","Candidature spontanée - Alternance Data / Science des données","4                                              ADOC 11","OK",""
"SPONT-5-addmd-11","Candidature spontanée - Alternance Data / Science des données","5                                             ADDMD 11","OK",""
"SPONT-6-college-pierre-et-marie-curie","Candidature spontanée - Alternance Data / Science des données","6                        Collège Pierre et Marie Curie","OK",""
"SPONT-7-conseil-general-de-la-vendee","Candidature spontanée - Alternance Data / Science des données","7                         Conseil Général de la Vendée","OK",""
"SPONT-8-ddass-de-laude","Candidature spontanée - Alternance Data / Science des données","8                                       DDASS de lAude","OK",""
"SPONT-9-icionvousvoit-com","Candidature spontanée - Alternance Data / Science des données","9                                    Icionvousvoit.com","OK",""
"SPONT-0-dir-dep-de-la-poste-de-laude","Candidature spontanée - Alternance Data / Science des données","0                       Dir. Dép. de La Poste de lAude","OK",""
"SPONT-1-mutuelle-sociale-agricole","Candidature spontanée - Alternance Data / Science des données","1                            Mutuelle Sociale Agricole","OK",""
"SPONT-2-agence-locale-pour-lemploi","Candidature spontanée - Alternance Data / Science des données","2                           Agence Locale pour lemploi","OK",""
"SPONT-3-centre-joe-bousquet-et-son-temps","Candidature spontanée - Alternance Data / Science des données","3                     Centre Joë Bousquet et son Temps","OK",""
"SPONT-4-polyclinique-le-languedoc","Candidature spontanée - Alternance Data / Science des données","4                            Polyclinique Le Languedoc","OK",""
"SPONT-5-sarl-sportsoft","Candidature spontanée - Alternance Data / Science des données","5                                       SARL SPORTSOFT","OK",""
"SPONT-6-havas-regie","Candidature spontanée - Alternance Data / Science des données","6                                          Havas Régie","OK",""
"SPONT-7-ironico-informatique-bureautique","Candidature spontanée - Alternance Data / Science des données","7                     Ironico Informatique Bureautique","OK",""
"SPONT-8-aquaclub-de-trebes","Candidature spontanée - Alternance Data / Science des données","8                                   Aquaclub de Trèbes","OK",""
"SPONT-9-ddcspp-de-laude","Candidature spontanée - Alternance Data / Science des données","9                                      DDCSPP de lAude","OK",""
"SPONT-0-communaute-dagglomeration-du-carcasson","Candidature spontanée - Alternance Data / Science des données","0           Communauté dAgglomération du Carcassonnais","OK",""
"SPONT-1-hand-ball-club-carcassonnais","Candidature spontanée - Alternance Data / Science des données","1                         Hand Ball Club Carcassonnais","OK",""
"SPONT-3-extra-compt-s-n-c","Candidature spontanée - Alternance Data / Science des données","3                                   EXTRA COMPT S.N.C.","OK",""
"SPONT-4-ddfp-de-laude","Candidature spontanée - Alternance Data / Science des données","4                                        DDFP de lAude","OK",""
"SPONT-5-cci-de-carcassonne","Candidature spontanée - Alternance Data / Science des données","5                                   CCI de Carcassonne","OK",""
"SPONT-6-dassault-base-aerienne-distres","Candidature spontanée - Alternance Data / Science des données","6                     Dassault - Base Aérienne dIstres","OK",""
"SPONT-7-mairie-de-sete","Candidature spontanée - Alternance Data / Science des données","7                                       Mairie de Sète","OK",""
"SPONT-8-saga-terminaux-portuaires","Candidature spontanée - Alternance Data / Science des données","8                            SAGA Terminaux Portuaires","OK",""
"SPONT-9-banque-dupuy-de-parseval","Candidature spontanée - Alternance Data / Science des données","9                             Banque Dupuy de Parseval","OK",""
"SPONT-0-sarl-meringue-villefranchoise","Candidature spontanée - Alternance Data / Science des données","0                        SARL Meringue Villefranchoise","OK",""
"SPONT-1-credit-agricole-du-midi","Candidature spontanée - Alternance Data / Science des données","1                              Crédit Agricole du Midi","OK",""
"SPONT-2-inra-centre-de-toulouse","Candidature spontanée - Alternance Data / Science des données","2                              INRA Centre de Toulouse","OK",""
"SPONT-3-scees-serv-central-des-enquetes-et-etu","Candidature spontanée - Alternance Data / Science des données","3   SCEES - Serv. central des enquêtes et études stati","OK",""
"SPONT-4-midiporc","Candidature spontanée - Alternance Data / Science des données","4                                             MIDIPORC","OK",""
"SPONT-5-insee-antilles-guyane","Candidature spontanée - Alternance Data / Science des données","5                              INSEE Antilles - Guyane","OK",""
"SPONT-6-ministere-de-lagriculture-et-de-la-pec","Candidature spontanée - Alternance Data / Science des données","6             Ministère de lAgriculture et de la Pêche","OK",""
"SPONT-7-cacg-centre-de-castanet-tolosan","Candidature spontanée - Alternance Data / Science des données","7                    CACG - Centre de Castanet Tolosan","OK",""
"SPONT-8-enfa-de-toulouse-auzeville","Candidature spontanée - Alternance Data / Science des données","8                           ENFA de Toulouse Auzeville","OK",""
"SPONT-9-bva","Candidature spontanée - Alternance Data / Science des données","9                                                  BVA","OK",""
"SPONT-0-sncf-dir-reg-de-bordeaux","Candidature spontanée - Alternance Data / Science des données","0                           SNCF Dir. Reg. de Bordeaux","OK",""
"SPONT-1-sa-chanut-gestion","Candidature spontanée - Alternance Data / Science des données","1                                    SA Chanut Gestion","OK",""
"SPONT-2-chanut-gestion","Candidature spontanée - Alternance Data / Science des données","2                                       CHANUT Gestion","OK",""
"SPONT-3-parfums-christian-dior","Candidature spontanée - Alternance Data / Science des données","3                               Parfums Christian Dior","OK",""
"SPONT-4-aia","Candidature spontanée - Alternance Data / Science des données","4                                                  AIA","OK",""
"SPONT-5-urssaf-des-bouches-du-rhone","Candidature spontanée - Alternance Data / Science des données","5                          URSSAF des Bouches du Rhône","OK",""
"SPONT-6-sarl-evolution-auto","Candidature spontanée - Alternance Data / Science des données","6                                  SARL Evolution Auto","OK",""
"SPONT-7-credit-lyonnais-d-e-m-formation","Candidature spontanée - Alternance Data / Science des données","7                     Crédit Lyonnais D.E.M. Formation","OK",""
"SPONT-8-centre-de-gestion-de-la-fft-34","Candidature spontanée - Alternance Data / Science des données","8                       Centre de gestion de la FFT 34","OK",""
"SPONT-9-sncf-cpr-marseille","Candidature spontanée - Alternance Data / Science des données","9                                   SNCF CPR Marseille","OK",""
"SPONT-0-association-hopital-st-joseph-de-marse","Candidature spontanée - Alternance Data / Science des données","0           Association Hôpital St-Joseph de Marseille","OK",""
"SPONT-1-chambre-dagriculture-de-laude-bois-et-","Candidature spontanée - Alternance Data / Science des données","1       Chambre dAgriculture de lAude - Bois et Plants","OK",""
"SPONT-2-v-mane-fils","Candidature spontanée - Alternance Data / Science des données","2                                         V. Mane Fils","OK",""
"SPONT-3-icone-france","Candidature spontanée - Alternance Data / Science des données","3                                         ICONE FRANCE","OK",""
"SPONT-4-conseil-general-de-chateauroux","Candidature spontanée - Alternance Data / Science des données","4                       Conseil Général de Châteauroux","OK",""
"SPONT-5-guinard-centrifugation","Candidature spontanée - Alternance Data / Science des données","5                               GUINARD CENTRIFUGATION","OK",""
"SPONT-6-banque-de-france","Candidature spontanée - Alternance Data / Science des données","6                                     Banque de France","OK",""
"SPONT-7-sarl-gerea","Candidature spontanée - Alternance Data / Science des données","7                                           SARL GEREA","OK",""
"SPONT-8-obi","Candidature spontanée - Alternance Data / Science des données","8                                                  OBI","OK",""
"SPONT-9-o-p-h-l-m-aude","Candidature spontanée - Alternance Data / Science des données","9                                    O.P.H.L.M. - Aude","OK",""
"SPONT-0-mairie-de-beziers","Candidature spontanée - Alternance Data / Science des données","0                                    Mairie de Béziers","OK",""
"SPONT-1-centre-hospitalier-de-bigorre","Candidature spontanée - Alternance Data / Science des données","1                        Centre Hospitalier de Bigorre","OK",""
"SPONT-2-credit-agricole-sud-alliance","Candidature spontanée - Alternance Data / Science des données","2                         Crédit Agricole Sud Alliance","OK",""
"SPONT-3-sothys-international-s-a-s","Candidature spontanée - Alternance Data / Science des données","3                           SOTHYS INTERNATIONAL S.A.S","OK",""
"SPONT-4-cgss-martinique","Candidature spontanée - Alternance Data / Science des données","4                                    CGSS - MARTINIQUE","OK",""
"SPONT-5-caf-de-beziers","Candidature spontanée - Alternance Data / Science des données","5                                       CAF de Béziers","OK",""
"SPONT-6-inspection-academique-des-pyrenees-atl","Candidature spontanée - Alternance Data / Science des données","6       Inspection Académique des Pyrénées Atlantiques","OK",""
"SPONT-7-gedimat-materiaux-modernes","Candidature spontanée - Alternance Data / Science des données","7                           GEDIMAT-Matériaux Modernes","OK",""
"SPONT-8-cimm-informatique","Candidature spontanée - Alternance Data / Science des données","8                                    CIMM Informatique","OK",""
"SPONT-9-edf-gdf-agence-de-beziers","Candidature spontanée - Alternance Data / Science des données","9                            EDF-GDF Agence de Béziers","OK",""
"SPONT-0-urssaf-de-beziers","Candidature spontanée - Alternance Data / Science des données","0                                    URSSAF de Béziers","OK",""
"SPONT-1-do-you-soft","Candidature spontanée - Alternance Data / Science des données","1                                          DO YOU SOFT","OK",""
"SPONT-2-pnn-sondage","Candidature spontanée - Alternance Data / Science des données","2                                          PNN Sondage","OK",""
"SPONT-3-cci-de-beziers-st-pons","Candidature spontanée - Alternance Data / Science des données","3                               CCI de Béziers St Pons","OK",""
"SPONT-4-drire","Candidature spontanée - Alternance Data / Science des données","4                                                DRIRE","OK",""
"SPONT-5-dde-de-beziers","Candidature spontanée - Alternance Data / Science des données","5                                       DDE de Béziers","OK",""
"SPONT-6-energies-du-midi","Candidature spontanée - Alternance Data / Science des données","6                                     Energies du Midi","OK",""
"SPONT-7-conseil-general-du-tarn","Candidature spontanée - Alternance Data / Science des données","7                              Conseil Général du Tarn","OK",""
"SPONT-8-centre-hospitalier-de-beziers","Candidature spontanée - Alternance Data / Science des données","8                        Centre Hospitalier de Béziers","OK",""
"SPONT-9-cpam-de-beziers","Candidature spontanée - Alternance Data / Science des données","9                                      CPAM de Béziers","OK",""
"SPONT-0-lyonnaise-des-eaux","Candidature spontanée - Alternance Data / Science des données","0                                   Lyonnaise des Eaux","OK",""
"SPONT-1-ddass-lozere","Candidature spontanée - Alternance Data / Science des données","1                                         DDASS Lozère","OK",""
"SPONT-2-dir-dep-de-la-poste-la-rochelle","Candidature spontanée - Alternance Data / Science des données","2                    Dir. Dép. de La Poste La Rochelle","OK",""
"SPONT-3-laboratoire-centre-atlantique","Candidature spontanée - Alternance Data / Science des données","3                        Laboratoire Centre Atlantique","OK",""
"SPONT-4-technocentre","Candidature spontanée - Alternance Data / Science des données","4                                         TECHNOCENTRE","OK",""
"SPONT-5-insee-picardie","Candidature spontanée - Alternance Data / Science des données","5                                       INSEE Picardie","OK",""
"SPONT-6-auberge-de-jeunesse-de-cepoy","Candidature spontanée - Alternance Data / Science des données","6                         Auberge de Jeunesse de Cepoy","OK",""
"SPONT-7-cave-cooperative-de-die-sud-est-appela","Candidature spontanée - Alternance Data / Science des données","7        Cave Coopérative de Die - Sud Est Appelations","OK",""
"SPONT-8-foncalieu-uc","Candidature spontanée - Alternance Data / Science des données","8                                         Foncalieu UC","OK",""
"SPONT-9-quartier-ds-affaires-maritimes-darcach","Candidature spontanée - Alternance Data / Science des données","9             Quartier ds affaires maritimes dArcachon","OK",""
"SPONT-0-mairie-darcachon","Candidature spontanée - Alternance Data / Science des données","0                                     Mairie dArcachon","OK",""
"SPONT-1-sas-institute-sa","Candidature spontanée - Alternance Data / Science des données","1                                     SAS Institute SA","OK",""
"SPONT-2-dde-quimper","Candidature spontanée - Alternance Data / Science des données","2                                          DDE Quimper","OK",""
"SPONT-3-centre-de-formation-batipole-en-limoux","Candidature spontanée - Alternance Data / Science des données","3             Centre de formation Batipole en Limouxin","OK",""
"SPONT-4-scp-collado-pose-segala","Candidature spontanée - Alternance Data / Science des données","4                              SCP Collado/Pose/Segala","ECHEC (generate_letter.py)","generate_letter.py a echoue (code 1)"
"SPONT-5-credit-mutuel-de-bretagne","Candidature spontanée - Alternance Data / Science des données","5                            Crédit Mutuel de Bretagne","OK",""
"SPONT-6-innovations-fabrik-heilbronn-gmb","Candidature spontanée - Alternance Data / Science des données","6                     Innovations fabrik Heilbronn Gmb","OK",""
"SPONT-7-pierre-fabre-dermo-cosmetique-hotel-di","Candidature spontanée - Alternance Data / Science des données","7   PIERRE FABRE - Dermo Cosmétique - Hôtel Dieu Saint","OK",""
"SPONT-8-insee-limousin","Candidature spontanée - Alternance Data / Science des données","8                                       INSEE Limousin","OK",""
"SPONT-9-rectorat-de-limoges","Candidature spontanée - Alternance Data / Science des données","9                                  Rectorat de Limoges","OK",""
"SPONT-0-ad-pueyo","Candidature spontanée - Alternance Data / Science des données","0                                             AD PUEYO","OK",""
"SPONT-1-cramco","Candidature spontanée - Alternance Data / Science des données","1                                               CRAMCO","OK",""
"SPONT-2-edf-gdf-services-vallee-daude","Candidature spontanée - Alternance Data / Science des données","2                        EDF GDF Services Vallée dAude","OK",""
"SPONT-3-sdis-du-var","Candidature spontanée - Alternance Data / Science des données","3                                          SDIS du Var","OK",""
"SPONT-4-s-d-l-c","Candidature spontanée - Alternance Data / Science des données","4                                              S.D.L.C","OK",""
"SPONT-5-excel-logistics-froid","Candidature spontanée - Alternance Data / Science des données","5                                Excel Logistics Froid","OK",""
"SPONT-6-bureau-detudes-du-plant-sancho","Candidature spontanée - Alternance Data / Science des données","6                       Bureau dEtudes du PLANT/SANCHO","OK",""
"SPONT-7-ministere-de-la-justice","Candidature spontanée - Alternance Data / Science des données","7                              Ministère de la Justice","OK",""
"SPONT-8-chambre-dagriculture-de-loire-atlantiq","Candidature spontanée - Alternance Data / Science des données","8             Chambre dAgriculture de Loire-Atlantique","OK",""
"SPONT-9-dir-reg-des-impots","Candidature spontanée - Alternance Data / Science des données","9                                 Dir. Rég. des Impôts","OK",""
"SPONT-0-rsiedv","Candidature spontanée - Alternance Data / Science des données","0                                               RSIEDV","OK",""
"SPONT-1-cnasea","Candidature spontanée - Alternance Data / Science des données","1                                               CNASEA","OK",""
"SPONT-2-centre-hospitalier-de-bagnols","Candidature spontanée - Alternance Data / Science des données","2                        Centre Hospitalier de Bagnols","OK",""
"SPONT-3-medina","Candidature spontanée - Alternance Data / Science des données","3                                               MEDINA","OK",""
"SPONT-4-centre-hospitalier-de-castres","Candidature spontanée - Alternance Data / Science des données","4                        Centre Hospitalier de Castres","OK",""
"SPONT-5-semateg","Candidature spontanée - Alternance Data / Science des données","5                                              SEMATEG","OK",""
"SPONT-6-centre-national-dentrainement-commando","Candidature spontanée - Alternance Data / Science des données","6               Centre National dEntrainement Commando","OK",""
"SPONT-7-mairie-de-pamiers","Candidature spontanée - Alternance Data / Science des données","7                                    Mairie de Pamiers","OK",""
"SPONT-8-credit-agricole-sud-mediterranee","Candidature spontanée - Alternance Data / Science des données","8                     Crédit Agricole Sud Méditerranée","OK",""
"SPONT-9-audasea","Candidature spontanée - Alternance Data / Science des données","9                                              AUDASEA","OK",""
"SPONT-0-chambre-des-metiers-de-la-mayenne","Candidature spontanée - Alternance Data / Science des données","0                    Chambre des métiers de la Mayenne","OK",""
"SPONT-1-biostat","Candidature spontanée - Alternance Data / Science des données","1                                              BIOSTAT","OK",""
"SPONT-2-e-n-s-c-i","Candidature spontanée - Alternance Data / Science des données","2                                           E.N.S.C.I.","OK",""
"SPONT-3-brgm","Candidature spontanée - Alternance Data / Science des données","3                                                 BRGM","OK",""
"SPONT-4-credit-mutuel-du-sus-ouest-marketing","Candidature spontanée - Alternance Data / Science des données","4                 Crédit Mutuel du Sus-Ouest MARKETING","OK",""
"SPONT-5-credit-agricole-centre-france","Candidature spontanée - Alternance Data / Science des données","5                        Crédit Agricole Centre France","OK",""
"SPONT-6-ager-ii","Candidature spontanée - Alternance Data / Science des données","6                                              AGER II","OK",""
"SPONT-7-ets-michelin","Candidature spontanée - Alternance Data / Science des données","7                                         Ets Michelin","OK",""
"SPONT-8-next-media","Candidature spontanée - Alternance Data / Science des données","8                                           Next Media","OK",""
"SPONT-9-cef-comptoir-electrique-francais","Candidature spontanée - Alternance Data / Science des données","9                     CEF Comptoir Electrique Français","OK",""
"SPONT-0-ass-des-chateaux-et-domaines-du-langue","Candidature spontanée - Alternance Data / Science des données","0           Ass. Des Châteaux et Domaines du Languedoc","OK",""
"SPONT-1-a-i-a","Candidature spontanée - Alternance Data / Science des données","1                                               A.I.A.","OK",""
"SPONT-2-adaff-chrs","Candidature spontanée - Alternance Data / Science des données","2                                          ADAFF  CHRS","OK",""
"SPONT-3-comite-des-expositions-de-bordeaux","Candidature spontanée - Alternance Data / Science des données","3                   Comité des expositions de Bordeaux","OK",""
"SPONT-4-unifaf","Candidature spontanée - Alternance Data / Science des données","4                                               UNIFAF","OK",""
"SPONT-5-lyonnaise-des-eaux-bordeaux","Candidature spontanée - Alternance Data / Science des données","5                          Lyonnaise des Eaux Bordeaux","OK",""
"SPONT-6-omnium-finance","Candidature spontanée - Alternance Data / Science des données","6                                       OMNIUM-FINANCE","OK",""
